Stimulus,Emg1,Emg2,Emg3,Emg4,Emg5,Emg6,Emg7,Emg8
2,4,-2,10,11,3,2,0,3
2,-6,-5,-38,-19,-7,-6,-2,-4
2,-8,-13,-13,-9,-4,-2,-4,-3
2,5,15,11,16,5,1,2,2
2,-7,-26,-10,-6,-4,-1,-2,-2
2,-3,-8,-19,-10,-5,-2,-2,-3
2,1,0,-16,-2,0,-1,-1,0
2,-15,-68,-48,-19,-9,-10,-7,-8
2,2,-12,24,10,3,4,6,3
2,-3,-22,18,2,1,1,-1,-1
2,-7,-7,-5,-12,-11,-7,-6,-5
2,4,2,17,-3,1,3,3,5
2,2,10,25,8,4,0,-1,-1
2,-19,-73,-91,-31,-14,-8,-7,-10
2,-5,10,7,-9,-10,-6,-4,-6
2,2,0,33,2,8,5,0,1
2,0,3,6,16,4,-1,0,1
2,6,28,43,18,4,-1,0,3
2,-5,-7,18,7,-8,-2,0,-3
2,8,32,57,7,5,4,2,1
2,-6,-21,-21,5,4,2,1,-3
2,1,-10,-34,-10,1,-3,-2,-1
2,-4,-2,-22,-26,-14,-6,-2,-5
2,-2,-13,-24,-4,-1,1,0,0
2,2,6,7,7,9,4,2,1
2,-5,-21,10,5,4,0,-2,-1
2,5,6,-30,-8,-4,-1,1,3
2,-2,-17,6,15,1,0,-1,-1
2,-4,2,-24,-29,-6,-2,-4,-4
2,3,12,-20,3,-2,-2,-2,0
2,14,51,75,17,12,8,6,7
2,-5,-23,-14,6,4,1,3,-1
2,4,19,17,-12,-9,-5,-1,2
2,-4,-9,5,-3,-1,0,1,-3
2,-1,-3,12,10,0,-2,-3,-3
2,8,29,13,5,8,1,4,6
2,-3,26,1,-9,-4,-2,-4,-4
2,2,18,5,-4,-8,-2,1,1
2,0,16,35,10,7,0,0,-1
2,6,33,-31,5,2,1,2,1
2,1,-16,-4,5,5,0,-2,2
2,4,15,21,16,3,1,2,1
2,-6,-15,-37,-19,0,-1,-2,-2
2,5,32,21,4,0,-1,-2,-1
2,-1,18,16,5,-7,-5,-3,0
2,-8,-45,-39,-12,-3,-1,-2,-5
2,-15,-51,-60,-15,-6,-4,-5,-6
2,0,9,-11,-12,-8,-4,-2,-1
2,5,6,12,14,17,11,7,3
2,-3,-9,-8,-25,-9,-6,-6,-2
2,-7,-30,-34,-7,-7,-7,-6,-5
2,-1,1,26,6,-2,0,0,1
2,-17,-65,-86,-33,-18,-13,-9,-7
2,7,37,36,14,2,0,1,1
2,-4,-9,-10,-8,10,10,8,0
2,-3,3,4,7,6,2,4,0
2,2,5,24,17,5,0,0,0
2,4,22,17,8,4,-2,-2,1
2,0,-13,-38,-21,-17,-9,-6,0
2,2,25,33,6,-1,2,0,-1
2,1,-1,16,8,3,-3,-1,-1
2,-6,-33,5,30,10,6,2,-1
2,-5,-10,20,-1,-4,-1,-3,-3
2,2,-4,18,23,13,4,3,3
2,2,-2,5,-6,-7,-3,-2,-2
2,7,40,13,0,-7,-5,-3,3
2,0,15,-1,11,6,1,0,0
2,-6,-17,-14,-1,-2,0,-1,-3
2,3,5,3,-3,-4,0,1,2
2,9,30,9,-6,1,1,2,3
2,-2,1,-22,-6,-4,-1,-1,-2
2,-3,16,3,-3,-3,-3,-4,-5
2,2,22,-16,-24,-1,3,0,-2
2,1,8,-15,-11,0,5,2,1
2,-4,-38,-22,-8,-2,-5,-3,-1
2,-1,-2,-11,-10,-10,-5,-4,-1
2,10,40,45,19,6,3,3,4
2,8,19,31,21,8,4,4,3
2,-13,-36,-18,-4,-8,-6,-4,-8
2,-4,-10,-82,-32,-4,-1,-2,-4
2,-3,-2,12,4,2,0,0,1
2,-4,-8,-12,-13,-6,-3,-3,-4
2,6,17,16,3,-3,1,1,2
2,2,0,20,15,-4,-5,-2,-1
2,-6,-20,-6,5,-5,-4,-4,-1
2,2,21,0,-3,6,3,5,-2
2,4,-13,-10,12,14,9,5,7
2,-4,-3,21,1,-11,-6,-4,-3
2,-4,-2,6,-4,-8,-4,-2,-1
2,0,16,3,1,4,0,-1,0
2,-1,-6,15,-4,-7,-4,-4,-2
2,2,1,1,-4,5,-1,0,-1
2,-4,-21,-5,-4,-3,0,-1,-3
2,-6,14,-13,-9,-1,-2,-1,0
2,2,4,22,10,-1,-1,-3,-3
2,12,41,60,37,11,10,5,7
2,-1,8,6,-9,-7,-5,-4,-4
2,-1,9,28,-4,-14,-5,-5,-1
2,-3,-14,-11,-4,0,-2,-1,-1
2,2,0,39,6,-2,-1,0,1
2,1,-8,0,25,14,6,5,3
2,-7,-43,-30,-25,-12,-4,-3,-3
2,2,21,-7,-12,-8,-2,0,1
2,-6,-26,-20,-10,0,2,0,-2
2,3,14,2,6,9,1,1,0
2,-2,-5,8,-1,-4,-3,-3,-3
2,3,9,-7,-11,0,1,1,-1
2,-3,5,-26,-19,-3,-4,-2,-1
2,3,1,0,-4,-1,1,0,-2
2,-3,-11,-3,9,5,0,-1,-2
2,2,13,-1,3,2,-1,-2,2
2,-4,15,-21,-11,-10,-3,-3,-4
2,-6,-27,-18,-4,1,0,0,-1
2,0,-3,-11,-8,-5,-2,0,0
2,-2,-18,-20,2,2,4,1,-2
2,-1,4,-7,-10,-5,-5,-3,-2
2,1,15,28,5,-4,-2,-1,0
2,5,27,48,23,13,6,6,4
2,1,22,50,-8,-5,-3,-4,-1
2,-7,-58,-36,-18,-2,-1,-1,-3
2,0,-7,-23,-3,0,1,1,0
2,8,42,2,1,1,-1,0,2
2,2,12,4,8,-5,-1,0,2
2,1,4,29,13,2,-1,-2,3
2,-14,-4,-29,-23,-10,-4,-4,-12
2,0,-11,-8,8,1,-1,0,1
2,3,-1,-23,-8,-1,-4,-2,-2
2,-7,-17,-13,-7,-1,-2,-3,1
2,5,3,6,2,1,1,0,-4
2,-5,-53,-31,-9,-4,-4,-3,-4
2,-8,-10,7,1,-8,-6,-5,-4
2,-3,-8,4,1,4,3,3,-2
2,7,12,16,10,0,-1,-1,5
2,-7,-12,-19,-8,-5,-2,-2,-5
2,0,2,-10,6,2,0,0,-1
2,4,7,0,2,-1,-3,1,0
2,5,14,8,9,7,2,2,5
2,2,-5,-9,7,1,0,-1,1
2,-16,-54,-35,3,0,-1,-1,-6
2,-1,15,11,1,2,1,0,-2
2,-2,4,-8,-14,-9,-2,0,-2
2,0,-6,-7,-7,3,0,1,-1
2,6,13,5,12,8,3,2,5
2,5,34,15,2,0,0,1,0
2,-5,-53,17,7,0,1,1,-2
2,-1,1,29,-7,-7,-2,-4,-2
2,9,27,19,2,0,1,1,6
2,-1,-19,28,17,2,0,0,2
2,1,13,-2,-34,-7,1,-1,1
2,-6,-17,5,4,2,3,1,0
2,0,7,-6,-7,0,0,0,-1
2,4,28,6,10,5,2,2,1
2,-5,1,-5,4,-6,-5,-4,-2
2,-1,4,24,8,0,-1,0,-2
2,-3,-6,-1,-22,-3,-3,-1,-2
2,-5,-8,-16,-13,-11,-7,-4,-1
2,14,65,17,17,4,4,5,6
2,-10,-67,-42,-17,-3,-3,-5,-5
2,6,40,63,24,13,6,3,2
2,2,-2,-12,-1,-4,0,1,1
2,-6,-29,-16,0,0,-4,-2,-1
2,2,28,-17,-11,-6,-2,0,0
2,0,6,15,9,7,2,1,-1
2,-1,-14,-8,-1,2,2,2,-1
2,1,-8,-20,-3,0,0,0,1
2,5,37,76,25,6,3,1,2
2,-9,-21,-55,-15,-8,-5,-5,-6
2,-5,-4,3,-8,-4,-3,-3,-4
2,1,2,1,2,2,2,1,1
2,2,17,11,28,7,1,2,1
2,-1,5,1,-38,-13,-6,-2,-1
2,-7,-22,-21,-23,-15,-8,-7,-6
2,2,26,32,14,4,3,3,-1
2,7,4,3,21,23,10,7,7
2,-9,-28,-12,5,-9,-5,-5,-4
2,2,-6,-33,-12,-3,-2,-1,-1
2,-5,-14,5,-19,-4,-2,-3,-4
2,-5,0,-17,0,-7,-3,-4,-4
2,1,-28,-9,-1,-1,-2,0,-1
2,1,2,-6,-3,3,1,1,2
2,-1,0,-2,15,0,-1,-2,-4
2,3,3,-5,-6,-2,0,1,2
2,2,12,1,12,5,1,0,2
2,2,8,-4,0,-1,0,0,0
2,-3,2,10,-1,0,1,-3,-2
2,-1,-12,-27,-4,11,1,0,-1
2,3,-10,20,1,-4,1,1,2
2,-10,-41,-43,-19,-7,-3,-3,-4
2,-2,9,9,5,-6,-4,-1,1
2,-6,-9,-22,-11,-9,-6,-5,-5
2,3,44,6,14,2,-1,-2,0
2,8,17,30,24,19,9,8,5
2,0,-10,-28,-1,-2,-1,-1,0
2,-12,-23,-5,-38,-28,-13,-11,-10
2,4,18,8,8,5,2,1,0
2,-4,-21,1,2,-5,-4,-4,-1
2,1,15,-3,4,6,2,3,2
2,1,-10,-9,-5,-1,0,2,1
2,-2,-4,-13,-8,-5,0,0,-3
2,6,33,40,15,5,0,0,1
2,-2,-16,-9,-7,2,-2,-3,-1
2,1,16,-10,4,-3,0,2,2
2,-1,13,29,-5,-7,-3,-3,-2
2,-11,-43,-43,-13,-11,-3,-5,-5
2,-4,-25,-37,-8,4,1,1,-2
2,-2,-5,-38,-12,4,0,-2,-2
2,-2,-16,6,5,0,-1,-1,-3
2,3,20,11,2,-3,1,0,-2
2,-5,-20,-15,-9,-5,-5,-5,-3
2,2,24,-7,3,-7,-5,-3,-1
2,1,3,-12,-10,8,4,3,5
0,-4,5,13,1,-4,-3,-2,-5
0,3,6,24,2,-5,-2,-1,2
0,-1,16,7,-13,2,2,-1,-2
0,0,-4,8,5,8,0,-1,0
0,-4,-5,-14,-1,2,1,0,-2
0,-2,-7,14,0,-13,-7,-2,-1
0,0,-7,14,4,-1,-3,-2,0
0,1,2,-5,5,4,1,3,-1
0,-3,-33,-7,-8,-1,-2,-3,-1
0,-2,-3,-3,2,2,4,2,-3
0,-1,-16,1,-8,-5,-3,0,-1
0,-3,-15,-20,-3,-6,-2,-2,-1
0,3,15,1,2,5,3,2,3
0,-2,-4,-4,-1,-3,-2,-3,-1
0,-2,-3,9,3,1,-1,0,-1
0,-3,-3,0,5,-2,-2,-2,-2
0,0,11,7,-10,-6,-5,-4,-3
0,-4,0,-18,-12,1,3,2,0
0,-1,-15,3,6,11,3,-1,0
0,0,-14,-5,3,1,0,2,-1
0,-1,7,-4,-13,-11,-5,-3,-2
0,-1,2,-8,-1,0,3,2,0
0,0,9,6,3,0,1,0,-1
0,-4,-12,-4,0,-4,-4,-2,-3
0,-1,-4,-2,4,-3,-2,3,0
0,1,1,7,4,1,1,1,2
0,2,0,-1,-1,-3,1,2,2
0,-4,2,1,3,1,-1,0,-3
0,1,3,-3,1,4,-4,-7,2
0,0,3,3,3,2,2,2,-6
0,-2,-5,0,2,-2,2,6,1
0,3,6,-2,-13,-13,8,2,6
0,-7,-4,-10,4,15,4,1,-1
0,6,-4,-5,-7,-5,-11,-5,5
0,-2,0,9,9,-2,0,0,-3
0,-3,-5,9,6,0,-4,1,-3
0,2,2,-2,-5,-12,-7,-10,-5
0,-3,0,3,11,17,6,3,0
0,-1,5,8,1,-3,-1,-4,-5
0,7,22,6,11,16,8,10,6
0,-3,-6,-1,1,-5,0,2,1
0,-3,0,-10,-9,-5,-6,-4,-5
0,1,-7,-3,-1,-8,-1,3,4
0,2,9,-6,0,-6,-6,-8,-3
0,1,6,1,-4,4,4,6,2
0,-2,4,2,-7,-10,-6,-5,-2
0,-1,-8,-8,-7,0,-6,-4,-1
0,-2,-6,1,3,3,5,1,-1
0,2,5,2,6,6,1,-1,0
0,-2,-8,-2,-4,-5,-3,-1,1
0,-2,3,-1,-7,-3,-4,-1,-3
0,-1,2,1,-3,-4,-3,-2,-1
0,-3,-17,-10,-5,-4,-2,1,-3
0,0,1,23,14,5,4,1,0
0,-1,-9,2,5,8,0,0,2
0,-2,-2,-12,-13,-8,-6,-4,-2
0,2,1,13,14,-7,0,2,2
0,-4,17,4,-18,-4,-5,-5,-4
0,1,0,3,0,-2,1,0,1
0,-3,-8,-8,0,2,2,1,-3
0,-1,7,11,3,4,1,1,1
0,-1,-6,-3,12,1,-3,-1,0
0,-1,-6,-17,-10,-8,-3,-5,-1
0,-5,-7,0,1,4,4,3,-2
0,2,-4,-11,5,9,4,3,3
0,-1,5,-2,-7,-6,0,0,0
0,-2,-15,-7,-1,2,-2,-3,-1
0,1,6,-11,-11,-11,-11,-6,-1
0,-2,-23,5,-5,-2,2,0,-3
0,0,-6,-6,3,5,1,0,1
0,0,0,5,1,4,3,-1,1
0,1,18,3,4,-2,1,-1,-1
0,-1,11,1,2,9,0,-1,-1
0,2,2,-9,-9,-12,-5,-2,-1
0,1,5,8,0,-7,0,1,-3
0,0,-9,4,2,6,3,2,0
0,-3,2,1,4,-3,-3,-1,0
0,-3,-12,-4,-7,-3,-1,-2,-3
0,-3,7,10,9,-1,1,0,0
0,-2,5,-9,-2,1,0,-3,-1
0,3,23,15,0,-5,0,3,2
0,-1,-16,-19,-3,-1,0,1,1
0,0,19,-15,-4,7,2,2,-2
0,0,-9,8,0,-4,1,1,0
0,-4,-3,-20,-3,0,-1,0,-2
0,-2,-23,5,5,-2,-2,-1,-1
0,-2,-9,-7,-9,-8,-6,-3,-2
0,-2,-13,-5,4,4,5,2,1
0,0,-4,-5,-5,1,-3,-3,-2
0,1,11,2,0,-1,-2,-1,1
0,-1,-1,0,-3,-1,-1,-2,0
0,0,-2,0,1,2,-5,-4,-1
0,-3,-16,10,8,-4,1,1,0
0,-3,-2,-9,-9,3,0,-1,-2
0,1,-5,0,-1,1,-1,-1,0
0,-1,4,2,2,-3,-1,-2,0
0,-1,4,-8,-10,-9,-4,-2,-1
0,0,1,-2,8,9,5,3,0
0,0,3,13,5,1,-1,-1,-1
0,1,1,-15,8,6,3,4,0
0,1,7,11,-16,-5,-1,-1,-1
0,-1,-6,-27,-7,-5,-4,-2,0
0,-2,-8,-9,-4,-2,1,1,0
0,-2,-1,19,-2,-6,-8,-6,-2
0,2,7,-3,5,6,1,1,1
0,-1,-3,4,5,-4,4,3,0
0,-1,-1,2,2,15,2,0,1
0,-4,-5,-5,-8,-14,-6,-4,-4
0,0,5,9,5,1,-1,-2,-2
0,-1,-2,7,-4,-1,1,0,0
0,0,0,-4,6,0,0,2,-1
0,-1,-10,3,-3,1,-2,-2,-2
0,-2,-12,-3,-5,-7,-2,-3,-1
0,1,1,4,4,3,2,-1,1
0,-1,-2,-2,0,-1,-1,-1,1
0,-2,-9,-8,-6,-1,-1,-1,1
0,-1,4,8,-1,-5,-1,-1,0
0,-1,4,-10,-3,2,-1,-2,-1
0,-3,-5,-7,-5,-2,1,2,2
0,0,-6,-4,13,9,2,3,1
0,-1,13,11,1,-7,-2,0,-4
0,-4,-9,10,-1,0,-2,-2,-4
0,4,38,12,-3,-5,0,0,0
0,-2,0,-7,-2,1,-2,-2,-1
0,-1,-4,0,9,9,7,2,1
0,0,6,3,0,-5,-1,0,-1
0,2,1,-8,2,1,-3,-3,-1
0,1,5,17,-2,0,3,2,-2
0,-1,-9,0,-2,0,-4,-4,-1
0,2,4,3,-7,-2,-1,0,1
0,-4,-18,-10,3,-8,-2,-2,-3
0,-2,1,-6,-4,-4,-4,-3,-2
0,-2,-9,-10,-5,0,0,0,-2
0,-2,-2,-3,6,1,-2,0,0
0,0,-8,0,-5,-2,-3,-2,-2
0,-2,-3,-2,-5,3,3,0,0
0,1,7,-7,2,4,0,1,1
0,-5,-12,6,3,-3,-4,-2,-3
0,0,15,7,3,-1,0,0,-1
0,-2,10,10,-1,-5,-1,0,-2
0,2,-5,-21,-6,-1,-2,0,1
0,-1,-4,-6,7,0,-4,-3,-1
0,-1,-12,-1,-6,-1,-2,-1,-1
0,3,3,-2,1,-4,-1,0,1
0,-4,-15,-4,2,10,6,4,-1
0,4,16,27,3,-2,1,-1,2
0,-2,-8,-23,-12,-3,-5,-4,-2
0,-2,-6,1,-4,-1,0,0,-2
0,0,2,-3,-3,-12,-7,-5,-1
0,1,1,3,1,1,1,1,-2
0,-1,2,10,-1,6,4,1,-1
0,0,-4,-6,2,6,-1,1,0
0,-2,-2,3,8,-2,-4,-2,0
0,1,4,-12,-10,3,3,0,-1
0,-1,-1,-7,-7,-8,-1,-2,-1
0,-2,-4,-4,-3,-4,-3,-4,-1
0,0,-1,2,0,-2,-1,-2,1
0,1,7,-10,-1,2,-1,-2,0
0,-2,0,15,7,-3,-2,-1,-3
0,-2,-11,-5,-2,1,-1,-2,-1
0,3,15,6,2,1,1,1,0
0,-1,2,-7,-8,-5,-4,-2,-1
0,-1,33,3,0,3,-2,-1,-2
0,-6,-15,-1,-10,-9,-3,-2,-4
0,-3,-9,-36,-8,-1,0,-1,-3
0,-4,-3,-2,-8,-4,0,-3,-2
0,3,22,5,4,1,1,1,1
0,3,-2,-6,10,7,1,3,4
0,1,6,12,4,-2,-2,-1,-2
0,-2,7,8,6,4,1,1,-1
0,-2,-3,-21,-7,-11,-6,-6,-1
0,4,40,6,-4,-3,0,1,0
0,-4,-13,5,-1,-4,1,0,-1
0,2,3,3,6,6,-1,0,0
0,1,2,-2,3,3,3,1,-1
0,-6,-18,0,-3,-1,0,-2,-2
0,-1,2,1,1,0,-3,-1,2
0,-1,-2,1,-2,-7,-4,-1,-3
0,-6,-34,-5,-3,-4,-3,-1,0
0,0,14,1,-2,3,3,-1,-3
0,1,0,3,4,-1,4,3,-1
0,-1,-1,6,7,13,2,0,0
0,-3,-16,-1,1,-2,-1,-1,0
0,3,18,3,0,0,-1,0,0
0,-4,9,4,-8,-13,-8,-4,-4
0,2,-8,-65,-12,0,1,2,3
0,-2,-8,23,8,1,0,-3,-2
0,1,7,20,0,-10,-3,-1,0
0,1,-4,-27,-15,3,2,1,0
0,-1,-17,2,2,0,1,-2,-1
0,-3,-15,-10,3,8,4,1,-1
0,-4,-19,-13,-1,-2,-5,-4,-2
0,0,-1,8,3,-2,-1,-1,1
0,2,20,9,3,-1,1,1,0
0,1,-5,0,2,5,1,2,0
0,2,-3,-4,0,3,1,-1,0
0,-3,-4,-6,-4,-1,-3,-4,-1
0,0,7,12,-2,-10,-8,-6,-2
0,-2,-9,-2,-3,-1,0,-2,-1
0,1,1,-12,3,11,5,4,3
0,-4,-5,5,3,-7,-6,-3,-3
0,-1,16,11,-6,1,5,2,-1
0,1,1,-4,5,3,0,0,0
0,-4,-18,-3,-6,-9,-4,-1,-2
0,1,4,2,1,5,0,0,0
0,-2,4,13,0,-6,-3,-2,-3
0,-1,7,-4,-6,-3,0,0,-2
0,4,4,19,2,1,0,-2,0
0,-3,-8,-13,1,0,0,1,0
0,-1,-35,16,8,-2,-2,1,2
0,3,11,-33,-13,4,3,3,1
0,-1,-3,10,3,-9,-4,-3,-2
0,-2,-10,1,-3,-4,-2,-2,0
0,0,16,5,3,5,-1,-1,-1
0,-5,-29,27,15,0,0,0,-1
0,-3,8,-33,-5,6,2,1,-1
0,-1,-1,2,-6,-2,-3,0,-1
0,-2,-7,-5,4,-2,-3,-2,-1
0,0,12,5,-4,-5,-1,-2,0
0,-1,-8,-7,-1,-3,-3,-4,-3
0,1,3,5,2,9,5,6,-1
0,-1,-25,-10,-6,-5,-3,-1,0
0,-3,-10,-2,0,-1,0,1,-2
0,1,-3,5,-2,-2,-3,-2,2
0,3,9,-3,-1,-1,-1,0,-1
0,-1,1,2,-1,0,3,1,0
0,0,-1,6,-1,-1,-3,-2,-2
0,-3,-11,-10,-2,-6,-1,-1,-3
0,1,4,12,4,8,5,0,0
0,6,5,-10,12,8,3,4,3
0,-7,-16,-34,-30,-15,-7,-5,-5
0,-3,4,-15,-6,-5,-2,-2,-1
0,0,-7,5,3,3,-1,-1,1
0,-2,18,18,1,1,1,-2,-3
0,4,11,11,9,5,2,2,4
0,-1,4,6,-4,-3,-1,0,-1
0,-1,-7,-12,-7,-7,-2,-2,0
0,-3,8,2,4,-3,0,-1,-1
0,3,16,12,5,8,1,1,-1
0,-4,-8,-1,3,2,1,0,-1
0,2,13,6,-2,-6,-5,-4,-1
0,-2,-13,-11,-8,1,-1,-2,-3
0,0,2,0,-2,-6,-1,-1,0
0,-1,-16,0,7,4,0,0,-1
0,-1,-1,-10,-4,-3,2,2,-1
0,-4,-8,-6,-3,1,0,-2,-2
0,2,5,4,2,2,1,0,-1
0,3,-1,-4,-1,-1,0,-2,1
0,-3,-7,-10,-3,1,-2,-1,-2
0,-3,-6,1,-14,-15,-6,-4,-3
0,0,8,-13,7,2,-2,-3,-2
0,-2,-10,-8,-19,-5,-6,-3,0
0,0,10,-5,-9,-1,2,-1,-2
0,-1,1,1,10,8,1,0,1
0,3,16,2,-4,-3,-1,0,2
0,0,-2,-8,-6,1,3,1,1
0,0,0,2,0,-4,-4,-4,0
0,-2,-4,-1,-5,-7,-1,-1,-1
0,0,-6,0,9,9,5,3,1
0,-1,26,12,4,-5,-4,-2,-1
0,-2,-13,2,0,2,-2,1,-2
0,0,24,3,2,0,-1,0,0
0,-2,-13,-5,-4,-4,-3,-2,1
0,0,1,3,3,4,0,0,-3
0,-1,-2,-5,-1,-4,-1,1,0
0,0,-4,-9,-3,-1,0,2,1
0,0,-1,-1,-6,-1,-4,-3,0
0,0,0,7,7,3,2,1,-2
0,2,2,8,6,2,-1,-2,-2
0,-1,-15,-2,4,-5,-2,-3,-1
0,-2,-7,-1,-21,-2,1,0,-1
0,-1,-4,-26,-14,-1,-1,0,0
0,-5,-17,-2,-1,-3,-1,-1,-5
0,1,23,7,-1,0,-3,-4,-1
0,-1,10,-1,6,3,0,-1,0
0,2,20,15,4,-3,-1,-1,0
0,-1,-18,-1,4,6,3,2,3
0,-1,-10,-22,-8,-1,-1,0,-2
0,-2,0,6,-1,-2,-7,-6,-3
0,-1,1,5,1,0,3,3,0
0,-1,-27,8,3,-4,1,0,0
0,-1,-9,1,-5,-3,-4,-3,-1
0,0,-3,0,5,-3,2,1,-2
0,-1,-18,-1,5,5,0,-1,0
0,-1,7,-5,-8,-8,-4,-5,-2
0,-2,-4,-4,-4,1,2,1,-1
0,-3,-8,5,9,5,1,0,-1
0,-2,2,0,-3,-3,-1,-2,-2
0,0,-2,-1,2,-2,-3,-2,2
0,5,8,2,-2,-1,-1,0,1
0,-9,-20,-8,-6,-6,-4,-2,-4
0,-2,-4,22,6,0,-2,0,0
0,-1,5,-30,-6,10,3,2,-2
0,3,5,-3,-6,-5,4,1,0
0,0,-8,12,4,7,0,0,2
0,2,0,-16,0,-1,-1,0,2
0,-4,-2,9,2,-4,-2,-4,-3
0,-1,5,4,2,0,-1,1,0
0,1,-6,-2,0,-4,4,2,-1
0,-1,-4,11,3,2,-2,-3,-2
0,1,16,5,7,3,1,1,1
0,-4,-10,-11,-3,1,-1,-3,-2
0,0,4,1,-2,-5,-3,-1,-1
0,-1,-7,-4,4,6,-1,-1,-1
0,-1,4,7,-1,-5,0,0,0
0,-2,-4,7,6,-4,-4,0,-2
0,0,1,-4,-3,2,0,-3,-3
0,-1,-4,-2,3,1,2,0,-2
0,1,13,-11,-6,-1,-2,1,0
0,-3,-14,2,-5,-4,-3,-4,-3
0,0,9,4,-1,-10,-4,-2,0
0,-2,-5,-8,-4,-5,3,0,-2
0,-1,-8,-2,2,8,0,-1,-2
0,4,19,17,4,2,0,2,0
0,1,1,-15,1,1,-2,-2,-1
0,0,1,14,0,-3,3,2,0
0,-1,5,8,-4,-7,-3,-2,-2
0,-4,-33,-34,-8,6,2,0,0
0,-1,-4,7,-5,-6,-2,-1,-1
0,2,15,-21,-6,2,-3,0,-1
0,2,7,15,3,-3,2,1,1
0,-1,-1,2,-1,-5,-2,-2,-1
0,0,1,0,-3,-1,0,0,0
0,-1,-15,-4,2,1,-1,2,0
0,-1,5,0,-4,-3,-2,-3,-1
0,-1,-3,-20,-4,3,1,-1,1
0,-3,1,6,2,-4,-1,-1,-3
0,0,3,2,2,5,1,4,-2
0,2,1,3,2,-1,2,-1,0
0,-1,-1,9,2,-3,-3,-2,-2
0,0,-1,-7,-1,-1,1,-1,-1
0,1,4,-1,-5,-3,-2,-1,0
0,0,-1,-6,5,4,2,2,-2
0,0,8,12,-1,0,1,1,-1
0,-2,-22,-7,5,3,-1,0,-1
0,-2,-1,-8,-16,-8,-5,-4,-1
0,-4,-7,-9,1,1,1,0,1
0,2,0,19,8,0,2,2,1
0,-1,30,27,2,2,-3,-3,-1
0,-5,-13,-9,-2,-3,-1,-2,-2
0,0,-6,-4,-10,-8,-5,-3,-1
0,-4,-3,-26,-14,-8,-1,-1,-3
0,2,4,16,7,11,4,2,0
0,0,1,4,9,1,0,0,1
0,1,21,9,-10,-3,-4,-3,-1
0,-5,-4,-17,-8,-4,-2,-3,-3
0,1,10,-9,-3,-6,-3,2,0
0,-1,6,6,1,1,0,-1,-2
0,-1,1,-7,0,4,1,1,-1
0,1,6,11,5,2,-1,0,1
0,0,-18,-16,-6,-4,1,0,0
0,0,3,0,2,1,0,1,0
0,-1,-3,7,6,5,0,-1,-1
0,1,2,0,1,-1,-2,-1,-1
0,-2,-9,-5,-3,-2,1,-1,-1
0,0,-4,-3,-3,-5,-2,-6,0
0,-1,3,-19,-9,-7,-3,-1,-2
0,-2,2,24,8,4,1,-1,-1
0,-2,-8,-5,0,0,-4,-3,-2
0,2,15,21,-3,3,2,1,1
0,-6,-21,-57,-21,-6,-1,-1,0
0,0,-2,-16,-8,-7,-3,0,0
0,2,13,14,5,0,2,1,2
0,-1,-5,13,8,1,0,1,-1
0,0,2,26,7,-1,-3,-3,-3
0,1,-7,9,10,2,2,2,1
0,-2,6,-3,-7,-2,-3,-2,-2
0,-5,-24,-17,-7,0,1,-2,-2
0,-2,-9,7,8,0,1,3,0
0,-1,9,6,2,0,-4,-3,-2
0,1,-6,0,0,-2,-2,-1,0
0,0,3,-4,1,-5,-3,-2,0
0,0,3,5,2,7,2,1,-1
0,-1,-1,2,2,1,-1,-2,0
0,0,-6,-6,-1,3,3,3,-1
0,-1,-7,-11,-3,-4,-2,-1,-2
0,-1,-6,6,7,2,-1,-2,0
0,0,-4,6,3,2,0,0,0
0,1,11,-3,-2,2,3,-1,-1
0,-2,-5,-13,-9,-12,-7,-3,-1
0,-2,-8,-2,-3,0,-3,-3,0
0,-2,-1,0,-1,-2,-2,-2,-4
0,2,6,-9,-1,-4,-2,0,1
0,2,14,17,3,3,3,2,0
0,-4,-32,-9,-6,-1,-1,-3,-3
0,-3,-7,-10,-3,-3,-2,-1,-2
0,-1,4,-6,1,2,-1,0,1
0,-2,-1,5,4,-1,-2,-3,-2
0,6,27,4,0,-4,-1,1,1
0,0,-17,5,3,2,0,1,2
0,-2,-2,-18,-9,-4,0,-2,-3
0,0,2,4,9,11,5,2,1
0,3,11,7,0,-4,-4,-3,-1
0,-4,-3,-9,-6,-5,1,-2,-1
0,-1,4,6,-6,-9,-5,-1,0
0,-3,1,-1,-1,5,2,-1,-3
0,-2,-5,-3,0,-1,-1,-1,-1
0,0,8,2,1,3,1,1,0
0,-1,-10,-8,-1,0,-2,-1,0
0,-3,-4,2,-4,-9,-4,-4,-3
0,-1,-2,7,2,-2,-2,1,0
0,-2,6,-17,-16,-5,-2,-1,2
0,1,6,30,10,4,2,0,-2
0,0,-5,-17,-1,0,1,2,-1
0,1,-8,-7,-7,-1,1,2,-1
0,-1,1,12,6,3,0,-3,-3
0,-2,-4,-7,-2,-4,-2,-2,0
0,3,7,-7,-5,-2,-3,-1,2
0,2,4,5,-1,-2,-3,-1,-1
0,-1,-8,-9,0,5,3,2,0
0,-3,-7,-6,-3,-2,-4,-2,-2
0,-3,0,16,3,-3,-3,-1,-1
0,0,7,3,4,2,3,0,0
0,2,9,-7,2,0,-1,-1,0
0,-2,-7,12,8,3,-2,-2,-1
0,-1,1,-9,-3,-5,-2,0,2
0,-2,-3,4,-2,0,-2,0,0
0,1,2,-2,2,0,0,0,-1
